2012/8/13,47.3,831228
2012/8/14,47.52,854491
2012/8/15,47.34,634681
2012/8/16,47.48,423898
2012/8/17,47.25,279669
2012/8/20,47.12,520220
2012/8/21,47.66,1449814
2012/8/22,47.61,295805
2012/8/23,47.57,454199
2012/8/24,47.39,585207
2012/8/27,47.48,392802
2012/8/28,46.85,480748
2012/8/29,47.03,148463
2012/8/30,46.9,364959
2012/8/31,47.08,158160
2012/9/3,47.43,379685
2012/9/4,47.34,387906
2012/9/5,46.72,263425
2012/9/6,46.54,305950
2012/9/7,47.25,406456
2012/9/10,47.61,468548
2012/9/11,47.57,437511
2012/9/12,48.24,1152027
2012/9/13,48.33,623340
2012/9/14,49.53,1967238
2012/9/17,49.62,1120483
2012/9/18,49.44,958882
2012/9/19,49.66,1148672
2012/9/20,49.31,684405
2012/9/21,49.49,647385
2012/9/24,49.53,834210
2012/9/25,49.35,430402
2012/9/26,48.99,324390
2012/9/27,49.17,264439
2012/9/28,49.22,252268
2012/10/1,49.08,219963
2012/10/2,49.31,361735
2012/10/3,49.08,200292
2012/10/4,49.13,444745
2012/10/5,49.17,645230
2012/10/8,48.77,522839
2012/10/9,48.55,463363
2012/10/11,47.57,1639203
2012/10/12,47.43,864868
2012/10/15,47.52,543892
2012/10/16,47.75,429366
2012/10/17,47.66,867885
2012/10/18,47.88,623288
2012/10/19,47.52,892422
2012/10/22,47.21,684719
2012/10/23,47.21,1627934
2012/10/24,47.16,939184
2012/10/25,46.7,1042608
2012/10/26,46.16,1323238
2012/10/29,46.24,755045
2012/10/30,46.65,639301
2012/10/31,46.61,345541
2012/11/1,46.56,818678
2012/11/2,46.89,361768
2012/11/5,46.7,410259
2012/11/6,47.07,486789
2012/11/7,47.3,563105
2012/11/8,46.93,495392
2012/11/9,47.26,508918
2012/11/12,47.07,383046
2012/11/13,46.29,744808
2012/11/14,46.38,383171
2012/11/15,46.24,590222
2012/11/16,46.18,684772
2012/11/19,46.47,219249
2012/11/20,46.56,251375
2012/11/21,46.21,667474
2012/11/22,46.42,395166
2012/11/23,47.81,985123
2012/11/26,48.27,684437
2012/11/27,48.46,446540
2012/11/28,48.5,236735
2012/11/29,49.11,1051076
2012/11/30,49.52,1591443
2012/12/3,49.48,600296
2012/12/4,49.43,569376
2012/12/5,49.71,726432
